Treatment,Well,Replicate,InitialTime,Minutes,FinalTime,Location,DistanceMoved,Label
Medium,Trial     5,A3,0:41:00,41,0:42:00,Arena,101.427,Dark3
Medium,Trial     5,A3,0:42:00,42,0:43:00,Arena,111.275,Dark3
Medium,Trial     5,A3,0:43:00,43,0:44:00,Arena,125.794,Dark3
Medium,Trial     5,A3,0:44:00,44,0:45:00,Arena,237.604,Dark3
Medium,Trial     5,A4,0:07:00,7,0:08:00,Arena,27.9434,Dark1
Medium,Trial     5,A4,0:08:00,8,0:09:00,Arena,31.6581,Dark1
Medium,Trial     5,A4,0:09:00,9,0:10:00,Arena,30.7831,Dark1
Medium,Trial     5,A4,0:10:00,10,0:11:00,Arena,42.0205,Dark1
Medium,Trial     5,A4,0:11:00,11,0:12:00,Arena,130.392,Dark1
Medium,Trial     5,A4,0:12:00,12,0:13:00,Arena,119.934,Dark1
Medium,Trial     5,A4,0:13:00,13,0:14:00,Arena,87.1753,Dark1
Medium,Trial     5,A4,0:14:00,14,0:15:00,Arena,63.8891,Dark1
Medium,Trial     5,A4,0:15:00,15,0:16:00,Arena,198.936,Light1
Medium,Trial     5,A4,0:16:00,16,0:17:00,Arena,109.475,Light1
Medium,Trial     5,A4,0:17:00,17,0:18:00,Arena,52.8985,Light1
Medium,Trial     5,A4,0:18:00,18,0:19:00,Arena,83.1944,Light1
Medium,Trial     5,A4,0:19:00,19,0:20:00,Arena,99.9947,Light1
Medium,Trial     5,A4,0:20:00,20,0:21:00,Arena,97.9578,Dark2
Medium,Trial     5,A4,0:21:00,21,0:22:00,Arena,99.7127,Dark2
Medium,Trial     5,A4,0:22:00,22,0:23:00,Arena,89.3782,Dark2
Medium,Trial     5,A4,0:23:00,23,0:24:00,Arena,48.4033,Dark2
Medium,Trial     5,A4,0:24:00,24,0:25:00,Arena,40.5465,Dark2
Medium,Trial     5,A4,0:25:00,25,0:26:00,Arena,63.479,Dark2
Medium,Trial     5,A4,0:26:00,26,0:27:00,Arena,58.3251,Dark2
Medium,Trial     5,A4,0:27:00,27,0:28:00,Arena,60.3345,Dark2
Medium,Trial     5,A4,0:28:00,28,0:29:00,Arena,39.9948,Dark2
Medium,Trial     5,A4,0:29:00,29,0:30:00,Arena,60.129,Dark2
Medium,Trial     5,A4,0:30:00,30,0:31:00,Arena,132.002,Light2
Medium,Trial     5,A4,0:31:00,31,0:32:00,Arena,110.938,Light2
Medium,Trial     5,A4,0:32:00,32,0:33:00,Arena,128.149,Light2
Medium,Trial     5,A4,0:33:00,33,0:34:00,Arena,177.32,Light2
Medium,Trial     5,A4,0:34:00,34,0:35:00,Arena,168.757,Light2
Medium,Trial     5,A4,0:35:00,35,0:36:00,Arena,55.4604,Dark3
Medium,Trial     5,A4,0:36:00,36,0:37:00,Arena,105.532,Dark3
Medium,Trial     5,A4,0:37:00,37,0:38:00,Arena,98.6792,Dark3
Medium,Trial     5,A4,0:38:00,38,0:39:00,Arena,70.3975,Dark3
Medium,Trial     5,A4,0:39:00,39,0:40:00,Arena,66.2055,Dark3
Medium,Trial     5,A4,0:40:00,40,0:41:00,Arena,48.4377,Dark3
Medium,Trial     5,A4,0:41:00,41,0:42:00,Arena,41.2133,Dark3
Medium,Trial     5,A4,0:42:00,42,0:43:00,Arena,55.628,Dark3
Medium,Trial     5,A4,0:43:00,43,0:44:00,Arena,80.463,Dark3
Medium,Trial     5,A4,0:44:00,44,0:45:00,Arena,88.5987,Dark3
Medium,Trial     6,B3,0:05:00,5,0:06:00,Arena,189.115,Dark1
Medium,Trial     6,B3,0:06:00,6,0:07:00,Arena,176.336,Dark1
Medium,Trial     6,B3,0:07:00,7,0:08:00,Arena,146.124,Dark1
Medium,Trial     6,B3,0:08:00,8,0:09:00,Arena,200.863,Dark1
Medium,Trial     6,B3,0:09:00,9,0:10:00,Arena,293.355,Dark1
Medium,Trial     6,B3,0:10:00,10,0:11:00,Arena,285.299,Dark1
Medium,Trial     6,B3,0:11:00,11,0:12:00,Arena,338.686,Dark1
Medium,Trial     6,B3,0:12:00,12,0:13:00,Arena,356.214,Dark1
Medium,Trial     6,B3,0:13:00,13,0:14:00,Arena,337.313,Dark1
Medium,Trial     6,B3,0:14:00,14,0:15:00,Arena,287.02,Dark1
Medium,Trial     6,B3,0:15:00,15,0:16:00,Arena,743.966,Light1
Medium,Trial     6,B3,0:16:00,16,0:17:00,Arena,707.357,Light1
Medium,Trial     6,B3,0:17:00,17,0:18:00,Arena,639.107,Light1
Medium,Trial     6,B3,0:18:00,18,0:19:00,Arena,551.971,Light1
Medium,Trial     6,B3,0:19:00,19,0:20:00,Arena,505.944,Light1
Medium,Trial     6,B3,0:20:00,20,0:21:00,Arena,266.587,Dark2
Medium,Trial     6,B3,0:21:00,21,0:22:00,Arena,171.718,Dark2
Medium,Trial     6,B3,0:22:00,22,0:23:00,Arena,153.718,Dark2
Medium,Trial     6,B3,0:23:00,23,0:24:00,Arena,209.999,Dark2
Medium,Trial     6,B3,0:24:00,24,0:25:00,Arena,153.294,Dark2
Medium,Trial     6,B3,0:25:00,25,0:26:00,Arena,128.556,Dark2
Medium,Trial     6,B3,0:26:00,26,0:27:00,Arena,123.02,Dark2
Medium,Trial     6,B3,0:27:00,27,0:28:00,Arena,115.33,Dark2
Medium,Trial     6,B3,0:28:00,28,0:29:00,Arena,153.047,Dark2
Medium,Trial     6,B3,0:29:00,29,0:30:00,Arena,288.206,Dark2
Medium,Trial     6,B3,0:30:00,30,0:31:00,Arena,684.697,Light2
Medium,Trial     6,B3,0:31:00,31,0:32:00,Arena,632.54,Light2
Medium,Trial     6,B3,0:32:00,32,0:33:00,Arena,632.381,Light2
Medium,Trial     6,B3,0:33:00,33,0:34:00,Arena,597.362,Light2
Medium,Trial     6,B3,0:34:00,34,0:35:00,Arena,604.389,Light2
Medium,Trial     6,B3,0:35:00,35,0:36:00,Arena,418.381,Dark3
Medium,Trial     6,B3,0:36:00,36,0:37:00,Arena,286.393,Dark3
Medium,Trial     6,B3,0:37:00,37,0:38:00,Arena,143.939,Dark3
Medium,Trial     6,B3,0:38:00,38,0:39:00,Arena,155.082,Dark3
Medium,Trial     6,B3,0:39:00,39,0:40:00,Arena,218.965,Dark3
Medium,Trial     6,B3,0:40:00,40,0:41:00,Arena,278.192,Dark3
Medium,Trial     6,B3,0:41:00,41,0:42:00,Arena,308.981,Dark3
Medium,Trial     6,B3,0:42:00,42,0:43:00,Arena,245.662,Dark3
Medium,Trial     6,B3,0:43:00,43,0:44:00,Arena,335.332,Dark3
Medium,Trial     6,B3,0:44:00,44,0:45:00,Arena,329.904,Dark3
Medium,Trial     6,C3,0:05:00,5,0:06:00,Arena,83.6265,Dark1
Medium,Trial     6,C3,0:06:00,6,0:07:00,Arena,120.117,Dark1
Medium,Trial     6,C3,0:07:00,7,0:08:00,Arena,68.2244,Dark1
Medium,Trial     6,C3,0:08:00,8,0:09:00,Arena,133.307,Dark1
Medium,Trial     6,C3,0:09:00,9,0:10:00,Arena,98.1498,Dark1
Medium,Trial     6,C3,0:10:00,10,0:11:00,Arena,109.329,Dark1
Medium,Trial     6,C3,0:11:00,11,0:12:00,Arena,109.693,Dark1
Medium,Trial     6,C3,0:12:00,12,0:13:00,Arena,65.4816,Dark1
Medium,Trial     6,C3,0:13:00,13,0:14:00,Arena,60.8843,Dark1
Medium,Trial     6,C3,0:14:00,14,0:15:00,Arena,54.7186,Dark1
Medium,Trial     6,C3,0:15:00,15,0:16:00,Arena,670.567,Light1
Medium,Trial     6,C3,0:16:00,16,0:17:00,Arena,581.076,Light1
Medium,Trial     6,C3,0:17:00,17,0:18:00,Arena,589.027,Light1
Medium,Trial     6,C3,0:18:00,18,0:19:00,Arena,662.635,Light1
Medium,Trial     6,C3,0:19:00,19,0:20:00,Arena,663.89,Light1
Medium,Trial     6,C3,0:20:00,20,0:21:00,Arena,188.209,Dark2
Medium,Trial     6,C3,0:21:00,21,0:22:00,Arena,60.895,Dark2
Medium,Trial     6,C3,0:22:00,22,0:23:00,Arena,77.8381,Dark2
Medium,Trial     6,C3,0:23:00,23,0:24:00,Arena,67.01,Dark2
Medium,Trial     6,C3,0:24:00,24,0:25:00,Arena,76.4987,Dark2
Medium,Trial     6,C3,0:25:00,25,0:26:00,Arena,71.5591,Dark2
Medium,Trial     6,C3,0:26:00,26,0:27:00,Arena,72.3948,Dark2
Medium,Trial     6,C3,0:27:00,27,0:28:00,Arena,60.783,Dark2
Medium,Trial     6,C3,0:28:00,28,0:29:00,Arena,54.1291,Dark2
Medium,Trial     6,C3,0:29:00,29,0:30:00,Arena,35.9906,Dark2
Medium,Trial     6,C3,0:30:00,30,0:31:00,Arena,661.429,Light2
Medium,Trial     6,C3,0:31:00,31,0:32:00,Arena,299.515,Light2
Medium,Trial     6,C3,0:32:00,32,0:33:00,Arena,94.4902,Light2
Medium,Trial     6,C3,0:33:00,33,0:34:00,Arena,388.316,Light2
Medium,Trial     6,C3,0:34:00,34,0:35:00,Arena,227.519,Light2
Medium,Trial     6,C3,0:35:00,35,0:36:00,Arena,220.87,Dark3
Medium,Trial     6,C3,0:36:00,36,0:37:00,Arena,153.65,Dark3
Medium,Trial     6,C3,0:37:00,37,0:38:00,Arena,97.8296,Dark3
Medium,Trial     6,C3,0:38:00,38,0:39:00,Arena,230.485,Dark3
Medium,Trial     6,C3,0:39:00,39,0:40:00,Arena,167.74,Dark3
Medium,Trial     6,C3,0:40:00,40,0:41:00,Arena,153.189,Dark3
Medium,Trial     6,C3,0:41:00,41,0:42:00,Arena,189.814,Dark3
Medium,Trial     6,C3,0:42:00,42,0:43:00,Arena,155.96,Dark3
Medium,Trial     6,C3,0:43:00,43,0:44:00,Arena,124.918,Dark3
Medium,Trial     6,C3,0:44:00,44,0:45:00,Arena,157.746,Dark3
Vehicle,Trial     1,A1,0:14:00,14,0:15:00,Arena,94.2389,Dark1
Vehicle,Trial     1,A1,0:15:00,15,0:16:00,Arena,157.126,Light1
Vehicle,Trial     1,A1,0:16:00,16,0:17:00,Arena,85.228,Light1
Vehicle,Trial     1,A1,0:17:00,17,0:18:00,Arena,47.3847,Light1
Vehicle,Trial     1,A1,0:18:00,18,0:19:00,Arena,48.8595,Light1
Vehicle,Trial     1,A1,0:19:00,19,0:20:00,Arena,49.2715,Light1
Vehicle,Trial     1,A1,0:20:00,20,0:21:00,Arena,53.8378,Dark2
Vehicle,Trial     1,A1,0:21:00,21,0:22:00,Arena,50.5805,Dark2
Vehicle,Trial     1,A1,0:22:00,22,0:23:00,Arena,50.4935,Dark2
Vehicle,Trial     1,A1,0:23:00,23,0:24:00,Arena,51.4788,Dark2
Vehicle,Trial     1,A1,0:24:00,24,0:25:00,Arena,51.4592,Dark2
Vehicle,Trial     1,A1,0:25:00,25,0:26:00,Arena,50.4118,Dark2
Vehicle,Trial     1,A1,0:26:00,26,0:27:00,Arena,48.5919,Dark2
Vehicle,Trial     1,A1,0:27:00,27,0:28:00,Arena,50.8196,Dark2
Vehicle,Trial     1,A1,0:28:00,28,0:29:00,Arena,49.5082,Dark2
Vehicle,Trial     1,A1,0:29:00,29,0:30:00,Arena,48.3207,Dark2
Vehicle,Trial     1,A1,0:30:00,30,0:31:00,Arena,84.5026,Light2
Vehicle,Trial     1,A1,0:31:00,31,0:32:00,Arena,40.1385,Light2
Vehicle,Trial     1,A1,0:32:00,32,0:33:00,Arena,51.0042,Light2
Vehicle,Trial     1,A1,0:33:00,33,0:34:00,Arena,44.8875,Light2
Vehicle,Trial     1,A1,0:34:00,34,0:35:00,Arena,46.6398,Light2
Vehicle,Trial     1,A1,0:35:00,35,0:36:00,Arena,93.5038,Dark3
Vehicle,Trial     1,A1,0:36:00,36,0:37:00,Arena,38.0317,Dark3
Vehicle,Trial     1,A1,0:37:00,37,0:38:00,Arena,36.5639,Dark3
Vehicle,Trial     1,A1,0:38:00,38,0:39:00,Arena,34.5474,Dark3
Vehicle,Trial     1,A1,0:39:00,39,0:40:00,Arena,36.2685,Dark3
Vehicle,Trial     1,A1,0:40:00,40,0:41:00,Arena,36.8262,Dark3
Vehicle,Trial     1,A1,0:41:00,41,0:42:00,Arena,36.6356,Dark3
Vehicle,Trial     1,A1,0:42:00,42,0:43:00,Arena,36.2827,Dark3
Vehicle,Trial     1,A1,0:43:00,43,0:44:00,Arena,37.7269,Dark3
Vehicle,Trial     1,A1,0:44:00,44,0:45:00,Arena,35.4748,Dark3
Vehicle,Trial     1,A2,0:05:00,5,0:06:00,Arena,41.9876,Dark1
Vehicle,Trial     1,A2,0:06:00,6,0:07:00,Arena,41.9121,Dark1
Vehicle,Trial     1,A2,0:07:00,7,0:08:00,Arena,40.5655,Dark1
Vehicle,Trial     1,A2,0:08:00,8,0:09:00,Arena,40.8275,Dark1
Vehicle,Trial     1,A2,0:09:00,9,0:10:00,Arena,40.2818,Dark1
Vehicle,Trial     1,A2,0:10:00,10,0:11:00,Arena,39.1546,Dark1
Vehicle,Trial     1,A2,0:11:00,11,0:12:00,Arena,40.9116,Dark1
Vehicle,Trial     1,A2,0:12:00,12,0:13:00,Arena,39.4642,Dark1
Vehicle,Trial     1,A2,0:13:00,13,0:14:00,Arena,40.1197,Dark1
Vehicle,Trial     1,A2,0:14:00,14,0:15:00,Arena,38.6081,Dark1
Vehicle,Trial     1,A2,0:15:00,15,0:16:00,Arena,150.656,Light1
Vehicle,Trial     1,A2,0:16:00,16,0:17:00,Arena,249.117,Light1
Vehicle,Trial     1,A2,0:17:00,17,0:18:00,Arena,247.254,Light1
Vehicle,Trial     1,A2,0:18:00,18,0:19:00,Arena,232.777,Light1
Vehicle,Trial     1,A2,0:19:00,19,0:20:00,Arena,50.2656,Light1
Vehicle,Trial     1,A2,0:23:00,23,0:24:00,Arena,2.21487,Dark2
Vehicle,Trial     1,A2,0:24:00,24,0:25:00,Arena,0.692474,Dark2
Vehicle,Trial     1,A2,0:25:00,25,0:26:00,Arena,0.279902,Dark2
Vehicle,Trial     1,A2,0:26:00,26,0:27:00,Arena,143.956,Dark2
Vehicle,Trial     1,A2,0:27:00,27,0:28:00,Arena,35.4238,Dark2
Vehicle,Trial     1,A2,0:28:00,28,0:29:00,Arena,33.1822,Dark2
Vehicle,Trial     1,A2,0:29:00,29,0:30:00,Arena,32.9411,Dark2
Vehicle,Trial     1,A2,0:30:00,30,0:31:00,Arena,28.196,Light2
Vehicle,Trial     1,A2,0:31:00,31,0:32:00,Arena,30.1903,Light2
Vehicle,Trial     1,A2,0:32:00,32,0:33:00,Arena,32.4369,Light2
Vehicle,Trial     1,A2,0:33:00,33,0:34:00,Arena,35.4658,Light2
Vehicle,Trial     1,A2,0:34:00,34,0:35:00,Arena,36.0754,Light2
Vehicle,Trial     1,A2,0:35:00,35,0:36:00,Arena,44.9918,Dark3
Vehicle,Trial     1,A2,0:36:00,36,0:37:00,Arena,41.5514,Dark3
Vehicle,Trial     1,A2,0:37:00,37,0:38:00,Arena,40.3027,Dark3
Vehicle,Trial     1,A2,0:38:00,38,0:39:00,Arena,38.3974,Dark3
Vehicle,Trial     1,A2,0:39:00,39,0:40:00,Arena,37.9957,Dark3
Vehicle,Trial     1,A2,0:40:00,40,0:41:00,Arena,38.5821,Dark3
Vehicle,Trial     1,A2,0:41:00,41,0:42:00,Arena,37.1195,Dark3
Vehicle,Trial     1,A2,0:42:00,42,0:43:00,Arena,35.6335,Dark3
Vehicle,Trial     1,A2,0:43:00,43,0:44:00,Arena,35.3476,Dark3
Vehicle,Trial     1,A2,0:44:00,44,0:45:00,Arena,36.993,Dark3
Vehicle,Trial     1,C3,0:12:00,12,0:13:00,Arena,0.793937,Dark1
Vehicle,Trial     1,C3,0:18:00,18,0:19:00,Arena,45.8507,Light1
Vehicle,Trial     1,C3,0:19:00,19,0:20:00,Arena,48.1523,Light1
Vehicle,Trial     1,C3,0:20:00,20,0:21:00,Arena,82.3178,Dark2
Vehicle,Trial     1,C3,0:21:00,21,0:22:00,Arena,40.1162,Dark2
Vehicle,Trial     1,C3,0:22:00,22,0:23:00,Arena,45.8629,Dark2
Vehicle,Trial     1,C3,0:23:00,23,0:24:00,Arena,38.0517,Dark2
Vehicle,Trial     1,C3,0:24:00,24,0:25:00,Arena,35.8987,Dark2
Vehicle,Trial     1,C3,0:25:00,25,0:26:00,Arena,33.2346,Dark2
Vehicle,Trial     1,C3,0:26:00,26,0:27:00,Arena,32.8809,Dark2
Vehicle,Trial     1,C3,0:27:00,27,0:28:00,Arena,32.7039,Dark2
Vehicle,Trial     1,C3,0:28:00,28,0:29:00,Arena,33.1189,Dark2
Vehicle,Trial     1,C3,0:29:00,29,0:30:00,Arena,38.6702,Dark2
Vehicle,Trial     1,C3,0:30:00,30,0:31:00,Arena,36.4641,Light2
Vehicle,Trial     1,C3,0:31:00,31,0:32:00,Arena,38.2691,Light2
Vehicle,Trial     1,C3,0:32:00,32,0:33:00,Arena,46.1667,Light2
Vehicle,Trial     1,C3,0:33:00,33,0:34:00,Arena,41.241,Light2
Vehicle,Trial     1,C3,0:34:00,34,0:35:00,Arena,42.2846,Light2
Vehicle,Trial     1,C3,0:35:00,35,0:36:00,Arena,53.851,Dark3
Vehicle,Trial     1,C3,0:36:00,36,0:37:00,Arena,36.1162,Dark3
Vehicle,Trial     1,C3,0:37:00,37,0:38:00,Arena,36.7994,Dark3
Vehicle,Trial     1,C3,0:38:00,38,0:39:00,Arena,35.5742,Dark3
Vehicle,Trial     1,C3,0:39:00,39,0:40:00,Arena,36.0365,Dark3
Vehicle,Trial     1,C3,0:40:00,40,0:41:00,Arena,35.5743,Dark3
Vehicle,Trial     1,C3,0:41:00,41,0:42:00,Arena,36.0668,Dark3
Vehicle,Trial     1,C3,0:42:00,42,0:43:00,Arena,35.4208,Dark3
Vehicle,Trial     1,C3,0:43:00,43,0:44:00,Arena,35.2166,Dark3
Vehicle,Trial     1,C3,0:44:00,44,0:45:00,Arena,34.5489,Dark3
Vehicle,Trial     2,A4,0:05:00,5,0:06:00,Arena,0.104743,Dark1
Vehicle,Trial     2,A4,0:06:00,6,0:07:00,Arena,0.161887,Dark1
Vehicle,Trial     2,A4,0:07:00,7,0:08:00,Arena,82.0311,Dark1
Vehicle,Trial     2,A4,0:08:00,8,0:09:00,Arena,171.644,Dark1
Vehicle,Trial     2,A4,0:09:00,9,0:10:00,Arena,108.129,Dark1
Vehicle,Trial     2,A4,0:10:00,10,0:11:00,Arena,103.686,Dark1
Vehicle,Trial     2,A4,0:11:00,11,0:12:00,Arena,97.4722,Dark1
Vehicle,Trial     2,A4,0:12:00,12,0:13:00,Arena,99.0345,Dark1
Vehicle,Trial     2,A4,0:13:00,13,0:14:00,Arena,99.7741,Dark1
Vehicle,Trial     2,A4,0:14:00,14,0:15:00,Arena,44.7018,Dark1
Vehicle,Trial     2,A4,0:15:00,15,0:16:00,Arena,276.516,Light1
Vehicle,Trial     2,A4,0:16:00,16,0:17:00,Arena,75.9564,Light1
Vehicle,Trial     2,A4,0:17:00,17,0:18:00,Arena,77.0937,Light1
Vehicle,Trial     2,A4,0:18:00,18,0:19:00,Arena,81.7077,Light1
Vehicle,Trial     2,A4,0:19:00,19,0:20:00,Arena,82.6687,Light1
Vehicle,Trial     2,A4,0:20:00,20,0:21:00,Arena,380.636,Dark2
Vehicle,Trial     2,A4,0:21:00,21,0:22:00,Arena,293.547,Dark2
Vehicle,Trial     2,A4,0:22:00,22,0:23:00,Arena,368.671,Dark2
Vehicle,Trial     2,A4,0:23:00,23,0:24:00,Arena,312.174,Dark2
Vehicle,Trial     2,A4,0:24:00,24,0:25:00,Arena,275.232,Dark2
Vehicle,Trial     2,A4,0:25:00,25,0:26:00,Arena,132.356,Dark2
Vehicle,Trial     2,A4,0:26:00,26,0:27:00,Arena,85.8654,Dark2
Vehicle,Trial     2,A4,0:27:00,27,0:28:00,Arena,135.512,Dark2
Vehicle,Trial     2,A4,0:28:00,28,0:29:00,Arena,169.831,Dark2
Vehicle,Trial     2,A4,0:29:00,29,0:30:00,Arena,143.072,Dark2
Vehicle,Trial     2,A4,0:30:00,30,0:31:00,Arena,138.965,Light2
Vehicle,Trial     2,A4,0:31:00,31,0:32:00,Arena,81.3973,Light2
Vehicle,Trial     2,A4,0:32:00,32,0:33:00,Arena,61.9474,Light2
Vehicle,Trial     2,A4,0:33:00,33,0:34:00,Arena,63.4129,Light2
Vehicle,Trial     2,A4,0:34:00,34,0:35:00,Arena,147.047,Light2
Vehicle,Trial     2,A4,0:35:00,35,0:36:00,Arena,161.894,Dark3
Vehicle,Trial     2,A4,0:36:00,36,0:37:00,Arena,82.6762,Dark3
Vehicle,Trial     2,A4,0:37:00,37,0:38:00,Arena,73.7063,Dark3
Vehicle,Trial     2,A4,0:38:00,38,0:39:00,Arena,84.4625,Dark3
Vehicle,Trial     2,A4,0:39:00,39,0:40:00,Arena,85.928,Dark3
Vehicle,Trial     2,A4,0:40:00,40,0:41:00,Arena,105.25,Dark3
Vehicle,Trial     2,A4,0:41:00,41,0:42:00,Arena,114.221,Dark3
Vehicle,Trial     2,A4,0:42:00,42,0:43:00,Arena,115.122,Dark3
Vehicle,Trial     2,A4,0:43:00,43,0:44:00,Arena,105.443,Dark3
Vehicle,Trial     2,A4,0:44:00,44,0:45:00,Arena,117.337,Dark3
Vehicle,Trial     2,B2,0:05:00,5,0:06:00,Arena,42.2067,Dark1
Vehicle,Trial     2,B2,0:06:00,6,0:07:00,Arena,86.4785,Dark1
Vehicle,Trial     2,B2,0:07:00,7,0:08:00,Arena,99.3178,Dark1
Vehicle,Trial     2,B2,0:08:00,8,0:09:00,Arena,95.1354,Dark1
Vehicle,Trial     2,B2,0:09:00,9,0:10:00,Arena,107.205,Dark1
Vehicle,Trial     2,B2,0:10:00,10,0:11:00,Arena,108.474,Dark1
Vehicle,Trial     2,B2,0:11:00,11,0:12:00,Arena,102.826,Dark1
Vehicle,Trial     2,B2,0:12:00,12,0:13:00,Arena,114.648,Dark1
Vehicle,Trial     2,B2,0:13:00,13,0:14:00,Arena,105.912,Dark1
Vehicle,Trial     2,B2,0:14:00,14,0:15:00,Arena,107.888,Dark1
Vehicle,Trial     2,B2,0:15:00,15,0:16:00,Arena,103.848,Light1
Vehicle,Trial     2,B2,0:16:00,16,0:17:00,Arena,57.776,Light1
Vehicle,Trial     2,B2,0:17:00,17,0:18:00,Arena,59.2337,Light1
Vehicle,Trial     2,B2,0:18:00,18,0:19:00,Arena,60.1991,Light1
Vehicle,Trial     2,B2,0:19:00,19,0:20:00,Arena,66.4964,Light1
Vehicle,Trial     2,B2,0:20:00,20,0:21:00,Arena,97.7768,Dark2
Vehicle,Trial     2,B2,0:21:00,21,0:22:00,Arena,87.1034,Dark2
Vehicle,Trial     2,B2,0:22:00,22,0:23:00,Arena,85.1992,Dark2
Vehicle,Trial     2,B2,0:23:00,23,0:24:00,Arena,77.1059,Dark2
Vehicle,Trial     2,B2,0:24:00,24,0:25:00,Arena,73.0942,Dark2
Vehicle,Trial     2,B2,0:25:00,25,0:26:00,Arena,70.4674,Dark2
Vehicle,Trial     2,B2,0:26:00,26,0:27:00,Arena,72.468,Dark2
Vehicle,Trial     2,B2,0:27:00,27,0:28:00,Arena,68.4849,Dark2
Vehicle,Trial     2,B2,0:28:00,28,0:29:00,Arena,66.0274,Dark2
Vehicle,Trial     2,B2,0:29:00,29,0:30:00,Arena,66.5675,Dark2
Vehicle,Trial     2,B2,0:30:00,30,0:31:00,Arena,102.81,Light2
Vehicle,Trial     2,B2,0:31:00,31,0:32:00,Arena,101.537,Light2
Vehicle,Trial     2,B2,0:32:00,32,0:33:00,Arena,84.5543,Light2
Vehicle,Trial     2,B2,0:33:00,33,0:34:00,Arena,76.7354,Light2
Vehicle,Trial     2,B2,0:34:00,34,0:35:00,Arena,72.5942,Light2
Vehicle,Trial     2,B2,0:35:00,35,0:36:00,Arena,88.4972,Dark3
Vehicle,Trial     2,B2,0:36:00,36,0:37:00,Arena,87.8606,Dark3
Vehicle,Trial     2,B2,0:37:00,37,0:38:00,Arena,88.7807,Dark3
Vehicle,Trial     2,B2,0:38:00,38,0:39:00,Arena,93.8571,Dark3
Vehicle,Trial     2,B2,0:39:00,39,0:40:00,Arena,98.2712,Dark3
Vehicle,Trial     2,B2,0:40:00,40,0:41:00,Arena,105.861,Dark3
Vehicle,Trial     2,B2,0:41:00,41,0:42:00,Arena,111.697,Dark3
Vehicle,Trial     2,B2,0:42:00,42,0:43:00,Arena,112,Dark3
Vehicle,Trial     2,B2,0:43:00,43,0:44:00,Arena,119.176,Dark3
Vehicle,Trial     2,B2,0:44:00,44,0:45:00,Arena,122.788,Dark3
Vehicle,Trial     2,C3,0:05:00,5,0:06:00,Arena,268.062,Dark1
Vehicle,Trial     2,C3,0:06:00,6,0:07:00,Arena,346.458,Dark1
Vehicle,Trial     2,C3,0:07:00,7,0:08:00,Arena,248.933,Dark1
Vehicle,Trial     2,C3,0:08:00,8,0:09:00,Arena,319.066,Dark1
Vehicle,Trial     2,C3,0:09:00,9,0:10:00,Arena,262.407,Dark1
Vehicle,Trial     2,C3,0:10:00,10,0:11:00,Arena,247.653,Dark1
Vehicle,Trial     2,C3,0:11:00,11,0:12:00,Arena,223.469,Dark1
Vehicle,Trial     2,C3,0:12:00,12,0:13:00,Arena,193.84,Dark1
Vehicle,Trial     2,C3,0:13:00,13,0:14:00,Arena,226.398,Dark1
Vehicle,Trial     2,C3,0:14:00,14,0:15:00,Arena,137.393,Dark1
Vehicle,Trial     2,C3,0:15:00,15,0:16:00,Arena,448.645,Light1
Vehicle,Trial     2,C3,0:16:00,16,0:17:00,Arena,357.402,Light1
Vehicle,Trial     2,C3,0:17:00,17,0:18:00,Arena,297.986,Light1
Vehicle,Trial     2,C3,0:18:00,18,0:19:00,Arena,343.186,Light1
Vehicle,Trial     2,C3,0:19:00,19,0:20:00,Arena,433.299,Light1
Vehicle,Trial     2,C3,0:20:00,20,0:21:00,Arena,307.396,Dark2
Vehicle,Trial     2,C3,0:21:00,21,0:22:00,Arena,251.536,Dark2
Vehicle,Trial     2,C3,0:22:00,22,0:23:00,Arena,240.103,Dark2
Vehicle,Trial     2,C3,0:23:00,23,0:24:00,Arena,173.546,Dark2
Vehicle,Trial     2,C3,0:24:00,24,0:25:00,Arena,203.442,Dark2
Vehicle,Trial     2,C3,0:25:00,25,0:26:00,Arena,219.28,Dark2
Vehicle,Trial     2,C3,0:26:00,26,0:27:00,Arena,202.075,Dark2
Vehicle,Trial     2,C3,0:27:00,27,0:28:00,Arena,225.268,Dark2
Vehicle,Trial     2,C3,0:28:00,28,0:29:00,Arena,164.113,Dark2
Vehicle,Trial     2,C3,0:29:00,29,0:30:00,Arena,167.774,Dark2
Vehicle,Trial     2,C3,0:30:00,30,0:31:00,Arena,262.176,Light2
Vehicle,Trial     2,C3,0:31:00,31,0:32:00,Arena,112.749,Light2
Vehicle,Trial     2,C3,0:32:00,32,0:33:00,Arena,120.879,Light2
Vehicle,Trial     2,C3,0:33:00,33,0:34:00,Arena,222.39,Light2
Vehicle,Trial     2,C3,0:34:00,34,0:35:00,Arena,336.111,Light2
Vehicle,Trial     2,C3,0:35:00,35,0:36:00,Arena,161.176,Dark3
Vehicle,Trial     2,C3,0:36:00,36,0:37:00,Arena,168.562,Dark3
Vehicle,Trial     2,C3,0:37:00,37,0:38:00,Arena,125.967,Dark3
Vehicle,Trial     2,C3,0:38:00,38,0:39:00,Arena,127.27,Dark3
Vehicle,Trial     2,C3,0:39:00,39,0:40:00,Arena,113.846,Dark3
Vehicle,Trial     2,C3,0:40:00,40,0:41:00,Arena,117.74,Dark3
Vehicle,Trial     2,C3,0:41:00,41,0:42:00,Arena,58.5713,Dark3
Vehicle,Trial     2,C3,0:42:00,42,0:43:00,Arena,193.198,Dark3
