Treatment,Well,Replicate,InitialTime,Minutes,FinalTime,Location,DistanceMoved,Label
Low,Trial     5,C2,0:34:00,34,0:35:00,Arena,67.0134,Light2
Low,Trial     5,C2,0:35:00,35,0:36:00,Arena,43.903,Dark3
Low,Trial     5,C2,0:36:00,36,0:37:00,Arena,43.17,Dark3
Low,Trial     5,C2,0:37:00,37,0:38:00,Arena,42.9789,Dark3
Low,Trial     5,C2,0:38:00,38,0:39:00,Arena,53.8428,Dark3
Low,Trial     5,C2,0:39:00,39,0:40:00,Arena,41.2745,Dark3
Low,Trial     5,C2,0:40:00,40,0:41:00,Arena,92.8659,Dark3
Low,Trial     5,C2,0:41:00,41,0:42:00,Arena,133.136,Dark3
Low,Trial     5,C2,0:42:00,42,0:43:00,Arena,120.821,Dark3
Low,Trial     5,C2,0:43:00,43,0:44:00,Arena,109.887,Dark3
Low,Trial     5,C2,0:44:00,44,0:45:00,Arena,42.8921,Dark3
Low,Trial     5,C3,0:05:00,5,0:06:00,Arena,74.5894,Dark1
Low,Trial     5,C3,0:06:00,6,0:07:00,Arena,79.9134,Dark1
Low,Trial     5,C3,0:07:00,7,0:08:00,Arena,54.5727,Dark1
Low,Trial     5,C3,0:08:00,8,0:09:00,Arena,50.8912,Dark1
Low,Trial     5,C3,0:09:00,9,0:10:00,Arena,47.5338,Dark1
Low,Trial     5,C3,0:10:00,10,0:11:00,Arena,38.869,Dark1
Low,Trial     5,C3,0:11:00,11,0:12:00,Arena,78.7457,Dark1
Low,Trial     5,C3,0:12:00,12,0:13:00,Arena,51.8462,Dark1
Low,Trial     5,C3,0:13:00,13,0:14:00,Arena,40.0896,Dark1
Low,Trial     5,C3,0:14:00,14,0:15:00,Arena,148.474,Dark1
Low,Trial     5,C3,0:15:00,15,0:16:00,Arena,517.94,Light1
Low,Trial     5,C3,0:16:00,16,0:17:00,Arena,423.451,Light1
Low,Trial     5,C3,0:17:00,17,0:18:00,Arena,441.879,Light1
Low,Trial     5,C3,0:18:00,18,0:19:00,Arena,465.865,Light1
Low,Trial     5,C3,0:19:00,19,0:20:00,Arena,463.021,Light1
Low,Trial     5,C3,0:20:00,20,0:21:00,Arena,202.007,Dark2
Low,Trial     5,C3,0:21:00,21,0:22:00,Arena,89.6066,Dark2
Low,Trial     5,C3,0:22:00,22,0:23:00,Arena,75.2227,Dark2
Low,Trial     5,C3,0:23:00,23,0:24:00,Arena,39.761,Dark2
Low,Trial     5,C3,0:24:00,24,0:25:00,Arena,99.1106,Dark2
Low,Trial     5,C3,0:25:00,25,0:26:00,Arena,85.975,Dark2
Low,Trial     5,C3,0:26:00,26,0:27:00,Arena,64.4832,Dark2
Low,Trial     5,C3,0:27:00,27,0:28:00,Arena,62.7152,Dark2
Low,Trial     5,C3,0:28:00,28,0:29:00,Arena,61.2103,Dark2
Low,Trial     5,C3,0:29:00,29,0:30:00,Arena,73.0701,Dark2
Low,Trial     5,C3,0:30:00,30,0:31:00,Arena,578.117,Light2
Low,Trial     5,C3,0:31:00,31,0:32:00,Arena,477.785,Light2
Low,Trial     5,C3,0:32:00,32,0:33:00,Arena,506.541,Light2
Low,Trial     5,C3,0:33:00,33,0:34:00,Arena,516.66,Light2
Low,Trial     5,C3,0:34:00,34,0:35:00,Arena,501.337,Light2
Low,Trial     5,C3,0:35:00,35,0:36:00,Arena,194.177,Dark3
Low,Trial     5,C3,0:36:00,36,0:37:00,Arena,95.0525,Dark3
Low,Trial     5,C3,0:37:00,37,0:38:00,Arena,73.3594,Dark3
Low,Trial     5,C3,0:38:00,38,0:39:00,Arena,42.7798,Dark3
Low,Trial     5,C3,0:39:00,39,0:40:00,Arena,59.5405,Dark3
Low,Trial     5,C3,0:40:00,40,0:41:00,Arena,67.23,Dark3
Low,Trial     5,C3,0:41:00,41,0:42:00,Arena,39.5022,Dark3
Low,Trial     5,C3,0:42:00,42,0:43:00,Arena,39.0169,Dark3
Low,Trial     5,C3,0:43:00,43,0:44:00,Arena,53.5671,Dark3
Low,Trial     5,C3,0:44:00,44,0:45:00,Arena,62.7423,Dark3
Low,Trial     6,A1,0:05:00,5,0:06:00,Arena,150.591,Dark1
Low,Trial     6,A1,0:06:00,6,0:07:00,Arena,145.484,Dark1
Low,Trial     6,A1,0:07:00,7,0:08:00,Arena,165.428,Dark1
Low,Trial     6,A1,0:08:00,8,0:09:00,Arena,138.212,Dark1
Low,Trial     6,A1,0:09:00,9,0:10:00,Arena,189.657,Dark1
Low,Trial     6,A1,0:10:00,10,0:11:00,Arena,187.461,Dark1
Low,Trial     6,A1,0:11:00,11,0:12:00,Arena,152.031,Dark1
Low,Trial     6,A1,0:12:00,12,0:13:00,Arena,148.369,Dark1
Low,Trial     6,A1,0:13:00,13,0:14:00,Arena,184.916,Dark1
Low,Trial     6,A1,0:14:00,14,0:15:00,Arena,146.962,Dark1
Low,Trial     6,A1,0:15:00,15,0:16:00,Arena,750.325,Light1
Low,Trial     6,A1,0:16:00,16,0:17:00,Arena,614.284,Light1
Low,Trial     6,A1,0:17:00,17,0:18:00,Arena,536.685,Light1
Low,Trial     6,A1,0:18:00,18,0:19:00,Arena,539.169,Light1
Low,Trial     6,A1,0:19:00,19,0:20:00,Arena,565.926,Light1
Low,Trial     6,A1,0:20:00,20,0:21:00,Arena,283.709,Dark2
Low,Trial     6,A1,0:21:00,21,0:22:00,Arena,150.599,Dark2
Low,Trial     6,A1,0:22:00,22,0:23:00,Arena,120.043,Dark2
Low,Trial     6,A1,0:23:00,23,0:24:00,Arena,134.999,Dark2
Low,Trial     6,A1,0:24:00,24,0:25:00,Arena,148.219,Dark2
Low,Trial     6,A1,0:25:00,25,0:26:00,Arena,155.797,Dark2
Low,Trial     6,A1,0:26:00,26,0:27:00,Arena,188.263,Dark2
Low,Trial     6,A1,0:27:00,27,0:28:00,Arena,220.069,Dark2
Low,Trial     6,A1,0:28:00,28,0:29:00,Arena,149.936,Dark2
Low,Trial     6,A1,0:29:00,29,0:30:00,Arena,226.961,Dark2
Low,Trial     6,A1,0:30:00,30,0:31:00,Arena,455.415,Light2
Low,Trial     6,A1,0:31:00,31,0:32:00,Arena,452.767,Light2
Low,Trial     6,A1,0:32:00,32,0:33:00,Arena,496.703,Light2
Low,Trial     6,A1,0:33:00,33,0:34:00,Arena,500.418,Light2
Low,Trial     6,A1,0:34:00,34,0:35:00,Arena,661.116,Light2
Low,Trial     6,A1,0:35:00,35,0:36:00,Arena,421.825,Dark3
Low,Trial     6,A1,0:36:00,36,0:37:00,Arena,209.215,Dark3
Low,Trial     6,A1,0:37:00,37,0:38:00,Arena,127.54,Dark3
Low,Trial     6,A1,0:38:00,38,0:39:00,Arena,158.013,Dark3
Low,Trial     6,A1,0:39:00,39,0:40:00,Arena,220.473,Dark3
Low,Trial     6,A1,0:40:00,40,0:41:00,Arena,142.487,Dark3
Low,Trial     6,A1,0:41:00,41,0:42:00,Arena,76.8724,Dark3
Low,Trial     6,A1,0:42:00,42,0:43:00,Arena,153.824,Dark3
Low,Trial     6,A1,0:43:00,43,0:44:00,Arena,143.004,Dark3
Low,Trial     6,A1,0:44:00,44,0:45:00,Arena,214.536,Dark3
Low,Trial     6,B1,0:05:00,5,0:06:00,Arena,134.023,Dark1
Low,Trial     6,B1,0:06:00,6,0:07:00,Arena,87.5498,Dark1
Low,Trial     6,B1,0:07:00,7,0:08:00,Arena,144.163,Dark1
Low,Trial     6,B1,0:08:00,8,0:09:00,Arena,79.8614,Dark1
Low,Trial     6,B1,0:10:00,10,0:11:00,Arena,119.311,Dark1
Low,Trial     6,B1,0:11:00,11,0:12:00,Arena,223.282,Dark1
Low,Trial     6,B1,0:12:00,12,0:13:00,Arena,150.822,Dark1
Low,Trial     6,B1,0:13:00,13,0:14:00,Arena,168.158,Dark1
Low,Trial     6,B1,0:14:00,14,0:15:00,Arena,209.215,Dark1
Low,Trial     6,B1,0:15:00,15,0:16:00,Arena,923.203,Light1
Low,Trial     6,B1,0:16:00,16,0:17:00,Arena,595.381,Light1
Low,Trial     6,B1,0:17:00,17,0:18:00,Arena,649.266,Light1
Low,Trial     6,B1,0:18:00,18,0:19:00,Arena,570.669,Light1
Low,Trial     6,B1,0:19:00,19,0:20:00,Arena,571.922,Light1
Low,Trial     6,B1,0:20:00,20,0:21:00,Arena,172.067,Dark2
Low,Trial     6,B1,0:21:00,21,0:22:00,Arena,79.6502,Dark2
Low,Trial     6,B1,0:22:00,22,0:23:00,Arena,84.6925,Dark2
Low,Trial     6,B1,0:23:00,23,0:24:00,Arena,82.6913,Dark2
Low,Trial     6,B1,0:24:00,24,0:25:00,Arena,126.033,Dark2
Low,Trial     6,B1,0:25:00,25,0:26:00,Arena,48.5176,Dark2
Low,Trial     6,B1,0:26:00,26,0:27:00,Arena,40.7955,Dark2
Low,Trial     6,B1,0:27:00,27,0:28:00,Arena,74.143,Dark2
Low,Trial     6,B1,0:28:00,28,0:29:00,Arena,42.4266,Dark2
Low,Trial     6,B1,0:29:00,29,0:30:00,Arena,83.3391,Dark2
Low,Trial     6,B1,0:30:00,30,0:31:00,Arena,659.877,Light2
Low,Trial     6,B1,0:31:00,31,0:32:00,Arena,500.179,Light2
Low,Trial     6,B1,0:32:00,32,0:33:00,Arena,547.594,Light2
Low,Trial     6,B1,0:33:00,33,0:34:00,Arena,555.22,Light2
Low,Trial     6,B1,0:34:00,34,0:35:00,Arena,660.256,Light2
Low,Trial     6,B1,0:35:00,35,0:36:00,Arena,221.202,Dark3
Low,Trial     6,B1,0:36:00,36,0:37:00,Arena,106.674,Dark3
Low,Trial     6,B1,0:37:00,37,0:38:00,Arena,150.764,Dark3
Low,Trial     6,B1,0:38:00,38,0:39:00,Arena,76.9808,Dark3
Low,Trial     6,B1,0:39:00,39,0:40:00,Arena,93.4625,Dark3
Low,Trial     6,B1,0:40:00,40,0:41:00,Arena,122.196,Dark3
Low,Trial     6,B1,0:41:00,41,0:42:00,Arena,133.06,Dark3
Low,Trial     6,B1,0:42:00,42,0:43:00,Arena,197.812,Dark3
Low,Trial     6,B1,0:43:00,43,0:44:00,Arena,190.042,Dark3
Low,Trial     6,B1,0:44:00,44,0:45:00,Arena,147.635,Dark3
Low,Trial     6,B4,0:05:00,5,0:06:00,Arena,92.6939,Dark1
Low,Trial     6,B4,0:06:00,6,0:07:00,Arena,82.5396,Dark1
Low,Trial     6,B4,0:07:00,7,0:08:00,Arena,73.6945,Dark1
Low,Trial     6,B4,0:08:00,8,0:09:00,Arena,99.7809,Dark1
Low,Trial     6,B4,0:09:00,9,0:10:00,Arena,97.0428,Dark1
Low,Trial     6,B4,0:10:00,10,0:11:00,Arena,97.5648,Dark1
Low,Trial     6,B4,0:11:00,11,0:12:00,Arena,84.701,Dark1
Low,Trial     6,B4,0:12:00,12,0:13:00,Arena,45.4187,Dark1
Low,Trial     6,B4,0:13:00,13,0:14:00,Arena,161.698,Dark1
Low,Trial     6,B4,0:14:00,14,0:15:00,Arena,95.8743,Dark1
Low,Trial     6,B4,0:15:00,15,0:16:00,Arena,714.625,Light1
Low,Trial     6,B4,0:16:00,16,0:17:00,Arena,603.884,Light1
Low,Trial     6,B4,0:17:00,17,0:18:00,Arena,650.095,Light1
Low,Trial     6,B4,0:18:00,18,0:19:00,Arena,665.294,Light1
Low,Trial     6,B4,0:19:00,19,0:20:00,Arena,590.295,Light1
Low,Trial     6,B4,0:20:00,20,0:21:00,Arena,217.036,Dark2
Low,Trial     6,B4,0:21:00,21,0:22:00,Arena,98.8247,Dark2
Low,Trial     6,B4,0:22:00,22,0:23:00,Arena,107.875,Dark2
Low,Trial     6,B4,0:23:00,23,0:24:00,Arena,92.6752,Dark2
Low,Trial     6,B4,0:24:00,24,0:25:00,Arena,76.9385,Dark2
Low,Trial     6,B4,0:25:00,25,0:26:00,Arena,79.5723,Dark2
Low,Trial     6,B4,0:26:00,26,0:27:00,Arena,63.4215,Dark2
Low,Trial     6,B4,0:27:00,27,0:28:00,Arena,155.639,Dark2
Low,Trial     6,B4,0:28:00,28,0:29:00,Arena,112.46,Dark2
Low,Trial     6,B4,0:29:00,29,0:30:00,Arena,173.632,Dark2
Low,Trial     6,B4,0:30:00,30,0:31:00,Arena,790.625,Light2
Low,Trial     6,B4,0:31:00,31,0:32:00,Arena,616.961,Light2
Low,Trial     6,B4,0:32:00,32,0:33:00,Arena,620.007,Light2
Low,Trial     6,B4,0:33:00,33,0:34:00,Arena,594.531,Light2
Low,Trial     6,B4,0:34:00,34,0:35:00,Arena,602.045,Light2
Low,Trial     6,B4,0:35:00,35,0:36:00,Arena,295.54,Dark3
Low,Trial     6,B4,0:36:00,36,0:37:00,Arena,189.433,Dark3
Low,Trial     6,B4,0:37:00,37,0:38:00,Arena,150.392,Dark3
Low,Trial     6,B4,0:38:00,38,0:39:00,Arena,84.537,Dark3
Low,Trial     6,B4,0:39:00,39,0:40:00,Arena,123.589,Dark3
Low,Trial     6,B4,0:40:00,40,0:41:00,Arena,138.292,Dark3
Low,Trial     6,B4,0:41:00,41,0:42:00,Arena,246.607,Dark3
Low,Trial     6,B4,0:42:00,42,0:43:00,Arena,256.088,Dark3
Low,Trial     6,B4,0:43:00,43,0:44:00,Arena,191.879,Dark3
Low,Trial     6,B4,0:44:00,44,0:45:00,Arena,232.789,Dark3
Medium,Trial     1,B2,0:05:00,5,0:06:00,Arena,157.348,Dark1
Medium,Trial     1,B2,0:06:00,6,0:07:00,Arena,95.5263,Dark1
Medium,Trial     1,B2,0:07:00,7,0:08:00,Arena,58.0606,Dark1
Medium,Trial     1,B2,0:08:00,8,0:09:00,Arena,36.9394,Dark1
Medium,Trial     1,B2,0:09:00,9,0:10:00,Arena,36.9203,Dark1
Medium,Trial     1,B2,0:10:00,10,0:11:00,Arena,81.782,Dark1
Medium,Trial     1,B2,0:11:00,11,0:12:00,Arena,106.906,Dark1
Medium,Trial     1,B2,0:12:00,12,0:13:00,Arena,187.233,Dark1
Medium,Trial     1,B2,0:13:00,13,0:14:00,Arena,115.657,Dark1
Medium,Trial     1,B2,0:14:00,14,0:15:00,Arena,89.2959,Dark1
Medium,Trial     1,B2,0:15:00,15,0:16:00,Arena,560.396,Light1
Medium,Trial     1,B2,0:16:00,16,0:17:00,Arena,413.884,Light1
Medium,Trial     1,B2,0:17:00,17,0:18:00,Arena,242.637,Light1
Medium,Trial     1,B2,0:18:00,18,0:19:00,Arena,128.927,Light1
Medium,Trial     1,B2,0:19:00,19,0:20:00,Arena,232.715,Light1
Medium,Trial     1,B2,0:20:00,20,0:21:00,Arena,377.276,Dark2
Medium,Trial     1,B2,0:21:00,21,0:22:00,Arena,267.983,Dark2
Medium,Trial     1,B2,0:22:00,22,0:23:00,Arena,234.258,Dark2
Medium,Trial     1,B2,0:23:00,23,0:24:00,Arena,195.98,Dark2
Medium,Trial     1,B2,0:24:00,24,0:25:00,Arena,288.263,Dark2
Medium,Trial     1,B2,0:25:00,25,0:26:00,Arena,115.087,Dark2
Medium,Trial     1,B2,0:26:00,26,0:27:00,Arena,115.202,Dark2
Medium,Trial     1,B2,0:27:00,27,0:28:00,Arena,185.842,Dark2
Medium,Trial     1,B2,0:28:00,28,0:29:00,Arena,124.378,Dark2
Medium,Trial     1,B2,0:29:00,29,0:30:00,Arena,108.548,Dark2
Medium,Trial     1,B2,0:30:00,30,0:31:00,Arena,427.959,Light2
Medium,Trial     1,B2,0:31:00,31,0:32:00,Arena,119.052,Light2
Medium,Trial     1,B2,0:32:00,32,0:33:00,Arena,159.549,Light2
Medium,Trial     1,B2,0:33:00,33,0:34:00,Arena,126.346,Light2
Medium,Trial     1,B2,0:34:00,34,0:35:00,Arena,149.745,Light2
Medium,Trial     1,B2,0:35:00,35,0:36:00,Arena,160.378,Dark3
Medium,Trial     1,B2,0:36:00,36,0:37:00,Arena,222.879,Dark3
Medium,Trial     1,B2,0:37:00,37,0:38:00,Arena,231.373,Dark3
Medium,Trial     1,B2,0:38:00,38,0:39:00,Arena,107.533,Dark3
Medium,Trial     1,B2,0:39:00,39,0:40:00,Arena,60.3727,Dark3
Medium,Trial     1,B2,0:40:00,40,0:41:00,Arena,155.855,Dark3
Medium,Trial     1,B2,0:41:00,41,0:42:00,Arena,137.458,Dark3
Medium,Trial     1,B2,0:42:00,42,0:43:00,Arena,133.586,Dark3
Medium,Trial     1,B2,0:43:00,43,0:44:00,Arena,95.8786,Dark3
Medium,Trial     1,B2,0:44:00,44,0:45:00,Arena,139.412,Dark3
Medium,Trial     1,C2,0:05:00,5,0:06:00,Arena,280.091,Dark1
Medium,Trial     1,C2,0:06:00,6,0:07:00,Arena,240.861,Dark1
Medium,Trial     1,C2,0:07:00,7,0:08:00,Arena,176.885,Dark1
Medium,Trial     1,C2,0:08:00,8,0:09:00,Arena,135.957,Dark1
Medium,Trial     1,C2,0:09:00,9,0:10:00,Arena,142.346,Dark1
Medium,Trial     1,C2,0:10:00,10,0:11:00,Arena,55.3799,Dark1
Medium,Trial     1,C2,0:11:00,11,0:12:00,Arena,90.6337,Dark1
Medium,Trial     1,C2,0:12:00,12,0:13:00,Arena,170.638,Dark1
Medium,Trial     1,C2,0:13:00,13,0:14:00,Arena,197.152,Dark1
Medium,Trial     1,C2,0:14:00,14,0:15:00,Arena,201.135,Dark1
Medium,Trial     1,C2,0:15:00,15,0:16:00,Arena,517.808,Light1
Medium,Trial     1,C2,0:16:00,16,0:17:00,Arena,197.916,Light1
Medium,Trial     1,C2,0:17:00,17,0:18:00,Arena,243.954,Light1
Medium,Trial     1,C2,0:18:00,18,0:19:00,Arena,218.22,Light1
Medium,Trial     1,C2,0:19:00,19,0:20:00,Arena,267.846,Light1
Medium,Trial     1,C2,0:20:00,20,0:21:00,Arena,233.23,Dark2
Medium,Trial     1,C2,0:21:00,21,0:22:00,Arena,234.958,Dark2
Medium,Trial     1,C2,0:22:00,22,0:23:00,Arena,273.069,Dark2
Medium,Trial     1,C2,0:23:00,23,0:24:00,Arena,191.787,Dark2
Medium,Trial     1,C2,0:24:00,24,0:25:00,Arena,287.192,Dark2
Medium,Trial     1,C2,0:25:00,25,0:26:00,Arena,337.346,Dark2
Medium,Trial     1,C2,0:26:00,26,0:27:00,Arena,331.027,Dark2
Medium,Trial     1,C2,0:27:00,27,0:28:00,Arena,255.405,Dark2
Medium,Trial     1,C2,0:28:00,28,0:29:00,Arena,119.395,Dark2
Medium,Trial     1,C2,0:29:00,29,0:30:00,Arena,210.566,Dark2
Medium,Trial     1,C2,0:30:00,30,0:31:00,Arena,503.719,Light2
Medium,Trial     1,C2,0:31:00,31,0:32:00,Arena,208.502,Light2
Medium,Trial     1,C2,0:32:00,32,0:33:00,Arena,246.685,Light2
Medium,Trial     1,C2,0:33:00,33,0:34:00,Arena,148.734,Light2
Medium,Trial     1,C2,0:34:00,34,0:35:00,Arena,224.676,Light2
Medium,Trial     1,C2,0:35:00,35,0:36:00,Arena,285.051,Dark3
Medium,Trial     1,C2,0:36:00,36,0:37:00,Arena,331.115,Dark3
Medium,Trial     1,C2,0:37:00,37,0:38:00,Arena,336.489,Dark3
Medium,Trial     1,C2,0:38:00,38,0:39:00,Arena,287.229,Dark3
Medium,Trial     1,C2,0:39:00,39,0:40:00,Arena,261.864,Dark3
Medium,Trial     1,C2,0:40:00,40,0:41:00,Arena,253.303,Dark3
Medium,Trial     1,C2,0:41:00,41,0:42:00,Arena,238.943,Dark3
Medium,Trial     1,C2,0:42:00,42,0:43:00,Arena,333.767,Dark3
Medium,Trial     1,C2,0:43:00,43,0:44:00,Arena,228.231,Dark3
Medium,Trial     1,C2,0:44:00,44,0:45:00,Arena,231.56,Dark3
Medium,Trial     1,C4,0:05:00,5,0:06:00,Arena,177.163,Dark1
Medium,Trial     1,C4,0:06:00,6,0:07:00,Arena,146.696,Dark1
Medium,Trial     1,C4,0:07:00,7,0:08:00,Arena,190.986,Dark1
Medium,Trial     1,C4,0:08:00,8,0:09:00,Arena,164.279,Dark1
Medium,Trial     1,C4,0:09:00,9,0:10:00,Arena,157.308,Dark1
Medium,Trial     1,C4,0:10:00,10,0:11:00,Arena,119.498,Dark1
Medium,Trial     1,C4,0:11:00,11,0:12:00,Arena,129.509,Dark1
Medium,Trial     1,C4,0:12:00,12,0:13:00,Arena,130.252,Dark1
Medium,Trial     1,C4,0:13:00,13,0:14:00,Arena,166.313,Dark1
Medium,Trial     1,C4,0:14:00,14,0:15:00,Arena,115.39,Dark1
Medium,Trial     1,C4,0:15:00,15,0:16:00,Arena,709.606,Light1
Medium,Trial     1,C4,0:16:00,16,0:17:00,Arena,658.175,Light1
Medium,Trial     1,C4,0:17:00,17,0:18:00,Arena,531.4,Light1
Medium,Trial     1,C4,0:18:00,18,0:19:00,Arena,560.024,Light1
Medium,Trial     1,C4,0:19:00,19,0:20:00,Arena,504.188,Light1
Medium,Trial     1,C4,0:20:00,20,0:21:00,Arena,183.777,Dark2
Medium,Trial     1,C4,0:21:00,21,0:22:00,Arena,190.541,Dark2
Medium,Trial     1,C4,0:22:00,22,0:23:00,Arena,155.722,Dark2
Medium,Trial     1,C4,0:23:00,23,0:24:00,Arena,133.025,Dark2
Medium,Trial     1,C4,0:24:00,24,0:25:00,Arena,118.584,Dark2
Medium,Trial     1,C4,0:25:00,25,0:26:00,Arena,109.249,Dark2
Medium,Trial     1,C4,0:26:00,26,0:27:00,Arena,132.545,Dark2
Medium,Trial     1,C4,0:27:00,27,0:28:00,Arena,111.235,Dark2
Medium,Trial     1,C4,0:28:00,28,0:29:00,Arena,68.5651,Dark2
Medium,Trial     1,C4,0:29:00,29,0:30:00,Arena,87.0374,Dark2
Medium,Trial     1,C4,0:30:00,30,0:31:00,Arena,451.573,Light2
Medium,Trial     1,C4,0:31:00,31,0:32:00,Arena,217.228,Light2
Medium,Trial     1,C4,0:32:00,32,0:33:00,Arena,262.062,Light2
Medium,Trial     1,C4,0:33:00,33,0:34:00,Arena,159.023,Light2
Medium,Trial     1,C4,0:34:00,34,0:35:00,Arena,126.589,Light2
Medium,Trial     1,C4,0:35:00,35,0:36:00,Arena,172.94,Dark3
Medium,Trial     1,C4,0:36:00,36,0:37:00,Arena,146.925,Dark3
Medium,Trial     1,C4,0:37:00,37,0:38:00,Arena,145.128,Dark3
Medium,Trial     1,C4,0:38:00,38,0:39:00,Arena,122.649,Dark3
Medium,Trial     1,C4,0:39:00,39,0:40:00,Arena,178.07,Dark3
Medium,Trial     1,C4,0:40:00,40,0:41:00,Arena,158.003,Dark3
Medium,Trial     1,C4,0:41:00,41,0:42:00,Arena,136.393,Dark3
Medium,Trial     1,C4,0:42:00,42,0:43:00,Arena,143.873,Dark3
Medium,Trial     1,C4,0:43:00,43,0:44:00,Arena,182.633,Dark3
Medium,Trial     1,C4,0:44:00,44,0:45:00,Arena,148.504,Dark3
Medium,Trial     2,A1,0:15:00,15,0:16:00,Arena,100.144,Light1
Medium,Trial     2,A1,0:16:00,16,0:17:00,Arena,41.9474,Light1
Medium,Trial     2,A1,0:17:00,17,0:18:00,Arena,46.0051,Light1
Medium,Trial     2,A1,0:18:00,18,0:19:00,Arena,50.1415,Light1
Medium,Trial     2,A1,0:19:00,19,0:20:00,Arena,51.9094,Light1
Medium,Trial     2,A1,0:20:00,20,0:21:00,Arena,72.0769,Dark2
Medium,Trial     2,A1,0:21:00,21,0:22:00,Arena,63.2571,Dark2
Medium,Trial     2,A1,0:22:00,22,0:23:00,Arena,60.0393,Dark2
Medium,Trial     2,A1,0:23:00,23,0:24:00,Arena,54.1077,Dark2
Medium,Trial     2,A1,0:24:00,24,0:25:00,Arena,52.8911,Dark2
Medium,Trial     2,A1,0:25:00,25,0:26:00,Arena,51.827,Dark2
Medium,Trial     2,A1,0:26:00,26,0:27:00,Arena,48.958,Dark2
Medium,Trial     2,A1,0:27:00,27,0:28:00,Arena,49.8526,Dark2
Medium,Trial     2,A1,0:28:00,28,0:29:00,Arena,45.9403,Dark2
Medium,Trial     2,A1,0:29:00,29,0:30:00,Arena,46.0954,Dark2
Medium,Trial     2,A1,0:30:00,30,0:31:00,Arena,107.179,Light2
Medium,Trial     2,A1,0:31:00,31,0:32:00,Arena,44.8378,Light2
Medium,Trial     2,A1,0:32:00,32,0:33:00,Arena,45.1435,Light2
Medium,Trial     2,A1,0:33:00,33,0:34:00,Arena,48.0577,Light2
Medium,Trial     2,A1,0:34:00,34,0:35:00,Arena,50.1834,Light2
Medium,Trial     2,A1,0:35:00,35,0:36:00,Arena,62.8597,Dark3
Medium,Trial     2,A1,0:36:00,36,0:37:00,Arena,58.4502,Dark3
Medium,Trial     2,A1,0:37:00,37,0:38:00,Arena,53.7514,Dark3
Medium,Trial     2,A1,0:38:00,38,0:39:00,Arena,50.9288,Dark3
Medium,Trial     2,A1,0:39:00,39,0:40:00,Arena,50.0154,Dark3
Medium,Trial     2,A1,0:40:00,40,0:41:00,Arena,47.1603,Dark3
Medium,Trial     2,A1,0:41:00,41,0:42:00,Arena,47.9563,Dark3
Medium,Trial     2,A1,0:42:00,42,0:43:00,Arena,273.73,Dark3
Medium,Trial     2,A1,0:43:00,43,0:44:00,Arena,208.124,Dark3
Medium,Trial     2,A1,0:44:00,44,0:45:00,Arena,229.812,Dark3
Medium,Trial     2,B1,0:05:00,5,0:06:00,Arena,38.9262,Dark1
Medium,Trial     2,B1,0:06:00,6,0:07:00,Arena,76.3014,Dark1
Medium,Trial     2,B1,0:07:00,7,0:08:00,Arena,56.3848,Dark1
Medium,Trial     2,B1,0:08:00,8,0:09:00,Arena,42.3168,Dark1
Medium,Trial     2,B1,0:09:00,9,0:10:00,Arena,40.3655,Dark1
Medium,Trial     2,B1,0:10:00,10,0:11:00,Arena,76.4199,Dark1
Medium,Trial     2,B1,0:11:00,11,0:12:00,Arena,78.7103,Dark1
Medium,Trial     2,B1,0:12:00,12,0:13:00,Arena,78.3765,Dark1
Medium,Trial     2,B1,0:13:00,13,0:14:00,Arena,76.4119,Dark1
Medium,Trial     2,B1,0:14:00,14,0:15:00,Arena,67.9103,Dark1
Medium,Trial     2,B1,0:15:00,15,0:16:00,Arena,695.931,Light1
Medium,Trial     2,B1,0:16:00,16,0:17:00,Arena,496.265,Light1
Medium,Trial     2,B1,0:17:00,17,0:18:00,Arena,205.491,Light1
Medium,Trial     2,B1,0:18:00,18,0:19:00,Arena,220.411,Light1
Medium,Trial     2,B1,0:19:00,19,0:20:00,Arena,449.57,Light1
Medium,Trial     2,B1,0:20:00,20,0:21:00,Arena,287.334,Dark2
Medium,Trial     2,B1,0:21:00,21,0:22:00,Arena,264.606,Dark2
Medium,Trial     2,B1,0:22:00,22,0:23:00,Arena,191.041,Dark2
Medium,Trial     2,B1,0:23:00,23,0:24:00,Arena,201.547,Dark2
Medium,Trial     2,B1,0:24:00,24,0:25:00,Arena,170.367,Dark2
Medium,Trial     2,B1,0:25:00,25,0:26:00,Arena,260.498,Dark2
Medium,Trial     2,B1,0:26:00,26,0:27:00,Arena,243.635,Dark2
Medium,Trial     2,B1,0:27:00,27,0:28:00,Arena,259.266,Dark2
Medium,Trial     2,B1,0:28:00,28,0:29:00,Arena,301.398,Dark2
Medium,Trial     2,B1,0:29:00,29,0:30:00,Arena,271.671,Dark2
Medium,Trial     2,B1,0:30:00,30,0:31:00,Arena,351.031,Light2
Medium,Trial     2,B1,0:31:00,31,0:32:00,Arena,87.2279,Light2
Medium,Trial     2,B1,0:32:00,32,0:33:00,Arena,222.121,Light2
Medium,Trial     2,B1,0:33:00,33,0:34:00,Arena,303.19,Light2
Medium,Trial     2,B1,0:34:00,34,0:35:00,Arena,237.425,Light2
Medium,Trial     2,B1,0:35:00,35,0:36:00,Arena,58.2314,Dark3
Medium,Trial     2,B1,0:36:00,36,0:37:00,Arena,221.835,Dark3
